"country","year","democ","autoc","polity","polity2","durable","exrec","exconst","polcomp","countrycode","rgdpe","rgdpna","pop","cpt.succ.n","cpt.fail.n","scoup1","atcoup2","pcoup3","apcoup4","agcoup","foroutex","reboutex","assassex","resignex","gdppc","trade","fcf","govfce","inflation","population","sec.enrr","oda","energy.gni","inttot","civtot","uds.mean"
"Afghanistan",1960,0,10,-10,-10,NA,2,1,1,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,11.1570267298681,NA,NA,NA,8994793,NA,3.12995974125052,NA,0,0,-1.46168507010039
"Afghanistan",1961,0,10,-10,-10,NA,2,1,1,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,12.5506097484633,NA,NA,NA,9164945,NA,6.19107117699774,NA,0,0,-1.56310477184025
"Afghanistan",1962,0,10,-10,-10,NA,2,1,1,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,14.2276445819287,NA,NA,NA,9343772,NA,3.03525880935732,NA,0,0,-1.57262824426813
"Afghanistan",1963,0,10,-10,-10,NA,2,1,1,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,26.0355115588381,NA,NA,NA,9531555,NA,4.7830432298199,NA,0,0,-1.56935343930303
"Afghanistan",1964,0,7,-7,-7,0,2,3,2,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,26.9444478893825,NA,NA,NA,9728645,NA,5.66117162263597,NA,0,0,-1.13203310335208
"Afghanistan",1965,0,7,-7,-7,1,2,3,2,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,32.6710826008606,NA,NA,NA,9935358,NA,5.25292201970788,NA,0,0,-0.891054525775398
"Afghanistan",1966,0,7,-7,-7,2,2,3,2,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,27.1428573982767,NA,NA,NA,10148841,NA,3.52441683836317,NA,0,0,-0.847215757112913
"Afghanistan",1967,0,7,-7,-7,3,2,3,2,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,20.9827353336826,NA,NA,NA,10368600,NA,2.37581275173222,NA,0,0,-0.850931589642614
"Afghanistan",1968,0,7,-7,-7,4,2,3,2,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,24.1100330059383,NA,NA,NA,10599790,NA,2.085261548919,NA,0,0,-0.850060719448659
"Afghanistan",1969,0,7,-7,-7,5,2,3,2,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,25.0788641495089,NA,NA,NA,10849510,NA,1.89528598757886,NA,0,0,-0.849713770999304
"Afghanistan",1970,0,7,-7,-7,6,2,3,2,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,21.7281101301864,NA,NA,NA,11121097,8.28528,1.54726028877081,0,0,0,-0.848283138908626
"Afghanistan",1971,0,7,-7,-7,7,2,3,2,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,27.0631374780262,NA,NA,NA,11412821,9.29276,2.37788631669901,0,0,0,-0.848189586745086
"Afghanistan",1972,0,7,-7,-7,8,2,3,2,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,32.8690809944678,NA,NA,NA,11716896,10.2739,3.38297453443932,0,0,0,-0.646120028290834
"Afghanistan",1973,0,7,-7,-7,9,4,1,1,"AFG",NA,NA,NA,1,0,1,3,0,0,0,0,0,0,0,NA,27.6923087829586,NA,NA,NA,12022514,10.74194,3.1590377430352,0,0,0,-1.05078413937586
"Afghanistan",1974,0,7,-7,-7,10,4,1,1,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,28.8659801432671,NA,NA,NA,12315553,10.87678,2.23319878333301,0,0,0,-1.04880310778612
"Afghanistan",1975,0,7,-7,-7,11,4,1,1,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,26.9483576308828,NA,NA,NA,12582954,10.9257,2.87247242647059,0,0,0,-1.04792781328357
"Afghanistan",1976,0,7,-7,-7,12,4,1,1,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,28.0869566192998,NA,NA,NA,12831361,11.8062,2.73561696763522,0,0,0,-1.05230774489739
"Afghanistan",1977,0,7,-7,-7,13,5,1,1,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,26.4860797644353,NA,NA,NA,13056499,12.63445,2.83685574497269,0,0,0,-0.966488533600056
"Afghanistan",1978,-77,-77,-77,0,0,-77,-77,-77,"AFG",NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,NA,24.7138040767142,NA,NA,NA,13222547,13.29642,2.44785766741246,0,0,7,-0.95449666429351
"Afghanistan",1979,-66,-66,-66,NA,0,-66,-66,-66,"AFG",NA,NA,NA,0,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13283279,NA,2.79335695778989,0,0,7,-1.864144927416
"Afghanistan",1980,-66,-66,-66,NA,0,-66,-66,-66,"AFG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13211412,16.76306,0.888188508570516,2.23749568584326,0,7,-2.03908355163231
